id,name,hand,weapon,head,eyes,body,hair
7821,Saru#7821,Dragon Claws,Elemental Shotgun,Space Helmet,Bloodshot,Karuta,Metal
7822,Saru#7822,Dragon Claws,Elemental Shotgun,Invisible Hat,Threat Sensor,Tactical Body Armor,Seafoam
7823,Saru#7823,Protective Gloves,Elemental Gun,Invisible Hat,Bloodshot,Space Suit,Crimson
7824,Saru#7824,Hunter Gloves,Elemental Shotgun,Invisible Hat,Invisible Shade,Protective Uniform,Seafoam
7825,Saru#7825,Hunter Gloves,Dragon Lance,Space Helmet,Tatical Vision,Karuta,Indigo
7826,Saru#7826,Dragon Claws,Elemental Saber,Stetson,Invisible Shade,Ranger Gears,Indigo
7827,Saru#7827,Tactical Gloves,Elemental Shotgun,Kasa,Sand Google,Mini Reactor Armor,Metal
7828,Saru#7828,Protective Gloves,Fighting Wrench,Invisible Hat,Bloodshot,Space Suit,Magenta
7829,Saru#7829,Tactical Gloves,Elemental Gun,Invisible Hat,Tatical Vision,Vestment,Tangerine
7830,Saru#7830,Hunter Gloves,Jarnbjorn,Stetson,Karma Sensor,Tactical Body Armor,Metal
7831,Saru#7831,Rhythm Gloves,Katana,Tactical Helmet,Threat Sensor,Hunter Armor,Indigo
7832,Saru#7832,Space Gloves,Katana,Tactical Helmet,Night Vision,Space Suit,Indigo
7833,Saru#7833,Space Gloves,Elemental Saber,Kasa,Karma Sensor,Space Suit,Metal
7834,Saru#7834,Rhythm Gloves,Jarnbjorn,Space Helmet,DJ Smart Glass,Speakers Suit,Indigo
7835,Saru#7835,Yukake,Jarnbjorn,Soft Hat,Invisible Shade,Lorica Lamminata,Indigo
7836,Saru#7836,Yukake,Elemental Saber,Invisible Hat,Invisible Shade,Mini Reactor Armor,Sapphire
7837,Saru#7837,Dragon Claws,Jarnbjorn,Space Helmet,Tatical Vision,Tactical Body Armor,Metal
7838,Saru#7838,Tactical Gloves,Dao,Invisible Hat,Invisible Shade,Vestment,Seafoam
7839,Saru#7839,Hunter Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Mini Reactor Armor,Blue
7840,Saru#7840,Ranger Gloves,Jarnbjorn,Kasa,Sand Google,Karuta,Metal
7841,Saru#7841,Hunter Gloves,Jarnbjorn,Punk Helmet,DJ Smart Glass,Hunter Armor,Indigo
7842,Saru#7842,Tactical Gloves,Elemental Gun,Invisible Hat,Tatical Vision,Tactical Body Armor,Charcoal
7843,Saru#7843,Protective Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Ranger Gears,Sapphire
7844,Saru#7844,Ranger Gloves,Elemental Shotgun,Invisible Hat,Threat Sensor,Space Suit,Metal
7845,Saru#7845,Ranger Gloves,Dao,Invisible Hat,Invisible Shade,Karuta,Magenta
7846,Saru#7846,Quick Hand,Fighting Wrench,Soft Hat,Ore Detector,Protective Uniform,Charcoal
7847,Saru#7847,Rhythm Gloves,Jarnbjorn,Kasa,Night Vision,Vestment,Tangerine
7848,Saru#7848,Hunter Gloves,Fighting Wrench,Invisible Hat,Fear Sensors,Mini Reactor Armor,Tangerine
7849,Saru#7849,Tactical Gloves,Elemental Shotgun,Demon Skull,Bloodshot,Hunter Armor,Sapphire
7850,Saru#7850,Rhythm Gloves,Lotus Seed,Invisible Hat,Night Vision,Tactical Body Armor,Charcoal
7851,Saru#7851,Yukake,Elemental Saber,Kabuto,Karma Sensor,Protective Uniform,Magenta
7852,Saru#7852,Yukake,Elemental Saber,Space Helmet,Karma Sensor,Karuta,Blue
7853,Saru#7853,Tactical Gloves,Jarnbjorn,Invisible Hat,Holy Lenses,Speakers Suit,Blue
7854,Saru#7854,Yukake,Elemental Shotgun,Invisible Hat,Tatical Vision,Hunter Armor,Blue
7855,Saru#7855,Protective Gloves,Jarnbjorn,Space Helmet,Threat Sensor,Speakers Suit,Metal
7856,Saru#7856,Power Gloves,Elemental Gun,Stetson,DJ Smart Glass,Karuta,Metal
7857,Saru#7857,Rhythm Gloves,Jarnbjorn,Space Helmet,DJ Smart Glass,Space Suit,Sapphire
7858,Saru#7858,Holy Hands,Dao,Kasa,Sand Google,Hunter Armor,Metal
7859,Saru#7859,Protective Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Tactical Body Armor,Charcoal
7860,Saru#7860,Holy Hands,Elemental Shotgun,Heaume,Bloodshot,Hunter Armor,Metal
7861,Saru#7861,Protective Gloves,Elemental Gun,Invisible Hat,Eye Patch,Protective Uniform,Crimson
7862,Saru#7862,Tactical Gloves,Dao,Tactical Helmet,Sand Google,Protective Uniform,Metal
7863,Saru#7863,Protective Gloves,Order Keeper,Invisible Hat,Threat Sensor,Protective Uniform,Blue
7864,Saru#7864,Protective Gloves,Dao,Invisible Hat,Sand Google,Protective Uniform,Metal
7865,Saru#7865,Dragon Claws,Dao,Demon Skull,Ore Detector,Space Suit,Ocean
7866,Saru#7866,Protective Gloves,Fighting Wrench,Stetson,Holy Lenses,Hunter Armor,Metal
7867,Saru#7867,Dragon Claws,Peacemaker,Invisible Hat,Tatical Vision,Mini Reactor Armor,Sapphire
7868,Saru#7868,Ranger Gloves,Jarnbjorn,Heaume,Ore Detector,Karuta,Tangerine
7869,Saru#7869,Protective Gloves,Jarnbjorn,Space Helmet,Threat Sensor,Ranger Gears,Seafoam
7870,Saru#7870,Tactical Gloves,Elemental Shotgun,Invisible Hat,DJ Smart Glass,Lorica Lamminata,Charcoal
7871,Saru#7871,Protective Gloves,Katana,Soft Hat,Bloodshot,Speakers Suit,Metal
7872,Saru#7872,Dragon Claws,Fighting Wrench,Invisible Hat,Karma Sensor,Hunter Armor,Indigo
7873,Saru#7873,Ranger Gloves,Elemental Gun,Kabuto,Threat Sensor,Speakers Suit,Tangerine
7874,Saru#7874,Yukake,Dragon Lance,Soft Hat,Invisible Shade,Ranger Gears,Blue
7875,Saru#7875,Space Gloves,Elemental Saber,Space Helmet,Power Sensors,Space Suit,Seafoam
7876,Saru#7876,Hunter Gloves,Elemental Shotgun,Invisible Hat,Threat Sensor,Hunter Armor,Metal
7877,Saru#7877,Holy Hands,Jarnbjorn,Kasa,Fear Sensors,Protective Uniform,Crimson
7878,Saru#7878,Rhythm Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Protective Uniform,Blue
7879,Saru#7879,Power Gloves,Elemental Shotgun,Invisible Hat,Threat Sensor,Karuta,Indigo
7880,Saru#7880,Power Gloves,Jarnbjorn,Space Helmet,Invisible Shade,Ranger Gears,Metal
7881,Saru#7881,Hunter Gloves,Jarnbjorn,Space Helmet,Fear Sensors,Speakers Suit,Metal
7882,Saru#7882,Protective Gloves,Fighting Wrench,Invisible Hat,Tatical Vision,Karuta,Tangerine
7883,Saru#7883,Rhythm Gloves,Elemental Gun,Invisible Hat,Fear Sensors,Hunter Armor,Metal
7884,Saru#7884,Yukake,Jarnbjorn,Kasa,Tatical Vision,Space Suit,Seafoam
7885,Saru#7885,Yukake,Order Keeper,Invisible Hat,Bloodshot,Space Suit,Metal
7886,Saru#7886,Rhythm Gloves,Fighting Wrench,Space Helmet,Fear Sensors,Hunter Armor,Indigo
7887,Saru#7887,Yukake,Lotus Seed,Space Helmet,Power Sensors,Space Suit,Metal
7888,Saru#7888,Hunter Gloves,Jarnbjorn,Invisible Hat,Fear Sensors,Lorica Lamminata,Ocean
7889,Saru#7889,Power Gloves,Elemental Gun,Kasa,Fear Sensors,Hunter Armor,Metal
7890,Saru#7890,Rhythm Gloves,Elemental Gun,Invisible Hat,Bloodshot,Ranger Gears,Sapphire
7891,Saru#7891,Space Gloves,Dao,Invisible Hat,Sand Google,Karuta,Indigo
7892,Saru#7892,Tactical Gloves,Elemental Saber,Invisible Hat,Tatical Vision,Protective Uniform,Ocean
7893,Saru#7893,Dragon Claws,Elemental Gun,Heaume,Night Vision,Tactical Body Armor,Metal
7894,Saru#7894,Space Gloves,Jarnbjorn,Invisible Hat,DJ Smart Glass,Speakers Suit,Sapphire
7895,Saru#7895,Ranger Gloves,Elemental Gun,Invisible Hat,Power Sensors,Karuta,Ocean
7896,Saru#7896,Rhythm Gloves,Dao,Invisible Hat,Invisible Shade,Mini Reactor Armor,Sapphire
7897,Saru#7897,Ranger Gloves,Elemental Gun,Invisible Hat,Invisible Shade,Space Suit,Magenta
7898,Saru#7898,Space Gloves,Katana,Invisible Hat,Invisible Shade,Protective Uniform,Metal
7899,Saru#7899,Ranger Gloves,Elemental Shotgun,Stetson,Power Sensors,Protective Uniform,Metal
7900,Saru#7900,Dragon Claws,Elemental Saber,Invisible Hat,Tatical Vision,Protective Uniform,Seafoam
7901,Saru#7901,Holy Hands,Dao,Invisible Hat,Threat Sensor,Vestment,Metal
7902,Saru#7902,Power Gloves,Dragon Lance,Invisible Hat,Threat Sensor,Karuta,Metal
7903,Saru#7903,Rhythm Gloves,Dao,Kasa,Fear Sensors,Protective Uniform,Magenta
7904,Saru#7904,Rhythm Gloves,Elemental Shotgun,Heaume,Holy Lenses,Vestment,Charcoal
7905,Saru#7905,Ranger Gloves,Elemental Shotgun,Invisible Hat,Bloodshot,Karuta,Metal
7906,Saru#7906,Tactical Gloves,Jarnbjorn,Invisible Hat,Power Sensors,Space Suit,Indigo
7907,Saru#7907,Hunter Gloves,Dao,Space Helmet,Karma Sensor,Protective Uniform,Metal
7908,Saru#7908,Space Gloves,Elemental Gun,Invisible Hat,Holy Lenses,Karuta,Indigo
7909,Saru#7909,Hunter Gloves,Katana,Stetson,Night Vision,Karuta,Indigo
7910,Saru#7910,Tactical Gloves,Jarnbjorn,Heaume,Invisible Shade,Tactical Body Armor,Metal
7911,Saru#7911,Yukake,Fighting Wrench,Stetson,Bloodshot,Speakers Suit,Indigo
7912,Saru#7912,Dragon Claws,Elemental Saber,Space Helmet,Night Vision,Karuta,Metal
7913,Saru#7913,Yukake,Order Keeper,Invisible Hat,Eye Patch,Space Suit,Ocean
7914,Saru#7914,Tactical Gloves,Dragon Lance,Stetson,DJ Smart Glass,Space Suit,Magenta
7915,Saru#7915,Rhythm Gloves,Lotus Seed,Invisible Hat,Bloodshot,Karuta,Ocean
7916,Saru#7916,Tactical Gloves,Order Keeper,Kasa,Karma Sensor,Protective Uniform,Metal
7917,Saru#7917,Ranger Gloves,Fighting Wrench,Demon Skull,Holy Lenses,Ranger Gears,Metal
7918,Saru#7918,Space Gloves,Peacemaker,Punk Helmet,Night Vision,Karuta,Metal
7919,Saru#7919,Ranger Gloves,Elemental Shotgun,Invisible Hat,Threat Sensor,Protective Uniform,Ocean
7920,Saru#7920,Rhythm Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Karuta,Metal
7921,Saru#7921,Yukake,Elemental Saber,Invisible Hat,DJ Smart Glass,Karuta,Ocean
7922,Saru#7922,Dragon Claws,Fighting Wrench,Space Helmet,Invisible Shade,Mini Reactor Armor,Magenta
7923,Saru#7923,Rhythm Gloves,Elemental Shotgun,Invisible Hat,Fear Sensors,Karuta,Metal
7924,Saru#7924,Tactical Gloves,Elemental Shotgun,Space Helmet,Invisible Shade,Hunter Armor,Metal
7925,Saru#7925,Tactical Gloves,Jarnbjorn,Invisible Hat,Holy Lenses,Hunter Armor,Metal
7926,Saru#7926,Tactical Gloves,Jarnbjorn,Heaume,Holy Lenses,Tactical Body Armor,Indigo
7927,Saru#7927,Protective Gloves,Peacemaker,Invisible Hat,Night Vision,Ranger Gears,Sapphire
7928,Saru#7928,Protective Gloves,Lotus Seed,Soft Hat,Tatical Vision,Space Suit,Indigo
7929,Saru#7929,Protective Gloves,Dragon Lance,Kabuto,Invisible Shade,Protective Uniform,Seafoam
7930,Saru#7930,Space Gloves,Elemental Saber,Demon Skull,Bloodshot,Protective Uniform,Tangerine
7931,Saru#7931,Yukake,Elemental Gun,Invisible Hat,Night Vision,Hunter Armor,Blue
7932,Saru#7932,Power Gloves,Dragon Lance,Kasa,Karma Sensor,Space Suit,Metal
7933,Saru#7933,Rhythm Gloves,Jarnbjorn,Space Helmet,Holy Lenses,Lorica Lamminata,Ocean
7934,Saru#7934,Hunter Gloves,Dao,Heaume,Invisible Shade,Ranger Gears,Metal
7935,Saru#7935,Protective Gloves,Elemental Saber,Invisible Hat,Holy Lenses,Space Suit,Metal
7936,Saru#7936,Hunter Gloves,Elemental Gun,Space Helmet,Tatical Vision,Space Suit,Metal
7937,Saru#7937,Ranger Gloves,Jarnbjorn,Kasa,Sand Google,Space Suit,Metal
7938,Saru#7938,Space Gloves,Fighting Wrench,Invisible Hat,Karma Sensor,Ranger Gears,Ocean
7939,Saru#7939,Power Gloves,Fighting Wrench,Invisible Hat,Threat Sensor,Mini Reactor Armor,Tangerine
7940,Saru#7940,Hunter Gloves,Order Keeper,Invisible Hat,Fear Sensors,Ranger Gears,Metal
7941,Saru#7941,Tactical Gloves,Elemental Shotgun,Kasa,Sand Google,Space Suit,Ocean
7942,Saru#7942,Yukake,Elemental Gun,Space Helmet,Bloodshot,Hunter Armor,Metal
7943,Saru#7943,Power Gloves,Elemental Gun,Kasa,Night Vision,Ranger Gears,Metal
7944,Saru#7944,Space Gloves,Order Keeper,Space Helmet,Holy Lenses,Protective Uniform,Tangerine
7945,Saru#7945,Rhythm Gloves,Jarnbjorn,Soft Hat,Invisible Shade,Speakers Suit,Metal
7946,Saru#7946,Rhythm Gloves,Elemental Gun,Space Helmet,DJ Smart Glass,Protective Uniform,Indigo
7947,Saru#7947,Space Gloves,Dao,Invisible Hat,Invisible Shade,Hunter Armor,Ocean
7948,Saru#7948,Ranger Gloves,Order Keeper,Kasa,Bloodshot,Space Suit,Ocean
7949,Saru#7949,Tactical Gloves,Jarnbjorn,Invisible Hat,Fear Sensors,Tactical Body Armor,Crimson
7950,Saru#7950,Rhythm Gloves,Katana,Invisible Hat,Threat Sensor,Protective Uniform,Charcoal
7951,Saru#7951,Power Gloves,Order Keeper,Demon Skull,Holy Lenses,Protective Uniform,Blue
7952,Saru#7952,Tactical Gloves,Elemental Gun,Space Helmet,Threat Sensor,Hunter Armor,Metal
7953,Saru#7953,Ranger Gloves,Elemental Gun,Heaume,Invisible Shade,Hunter Armor,Metal
7954,Saru#7954,Yukake,Dragon Lance,Invisible Hat,Power Sensors,Hunter Armor,Blue
7955,Saru#7955,Rhythm Gloves,Elemental Saber,Demon Skull,Fear Sensors,Vegeterian,Blue
7956,Saru#7956,Protective Gloves,Piano Sword,Space Helmet,Bloodshot,Dragon Suit,Metal
7957,Saru#7957,Ranger Gloves,Elemental Gun,Kasa,Invisible Shade,Speakers Suit,Metal
7958,Saru#7958,Tactical Gloves,Fighting Wrench,Invisible Hat,Ore Detector,Hunter Armor,Metal
7959,Saru#7959,Rhythm Gloves,Elemental Gun,Gas Mask,Holy Lenses,Space Suit,Indigo
7960,Saru#7960,Ranger Gloves,Katana,Kasa,DJ Smart Glass,Tactical Body Armor,Metal
7961,Saru#7961,Hunter Gloves,Fighting Wrench,Invisible Hat,Invisible Shade,Hunter Armor,Indigo
7962,Saru#7962,Holy Hands,Elemental Shotgun,Invisible Hat,Bloodshot,Hunter Armor,Seafoam
7963,Saru#7963,Dragon Claws,Elemental Shotgun,Invisible Hat,Holy Lenses,Lorica Lamminata,Metal
7964,Saru#7964,Protective Gloves,Dragon Lance,Space Helmet,Holy Lenses,Protective Uniform,Ocean
7965,Saru#7965,Power Gloves,Elemental Saber,Space Helmet,Tatical Vision,Space Suit,Magenta
7966,Saru#7966,Ranger Gloves,Katana,Invisible Hat,Night Vision,Vestment,Blue
7967,Saru#7967,Protective Gloves,Jarnbjorn,Tactical Helmet,Night Vision,Karuta,Seafoam
7968,Saru#7968,Yukake,Fighting Wrench,Invisible Hat,DJ Smart Glass,Space Suit,Metal
7969,Saru#7969,Ranger Gloves,Elemental Shotgun,Soft Hat,Sand Google,Tactical Body Armor,Ocean
7970,Saru#7970,Space Gloves,Fighting Wrench,Kasa,Fear Sensors,Tactical Body Armor,Seafoam
7971,Saru#7971,Hunter Gloves,Elemental Saber,Space Helmet,Karma Sensor,Karuta,Metal
7972,Saru#7972,Tactical Gloves,Order Keeper,Heaume,Holy Lenses,Karuta,Indigo
7973,Saru#7973,Space Gloves,Dao,Invisible Hat,Invisible Shade,Karuta,Ocean
7974,Saru#7974,Rhythm Gloves,Jarnbjorn,Space Helmet,Bloodshot,Protective Uniform,Sapphire
7975,Saru#7975,Rhythm Gloves,Jarnbjorn,Space Helmet,Holy Lenses,Tactical Body Armor,Seafoam
7976,Saru#7976,Ranger Gloves,Order Keeper,Invisible Hat,Bloodshot,Ranger Gears,Metal
7977,Saru#7977,Rhythm Gloves,Dao,Demon Skull,Invisible Shade,Karuta,Metal
7978,Saru#7978,Power Gloves,Jarnbjorn,Invisible Hat,Threat Sensor,Mini Reactor Armor,Ocean
7979,Saru#7979,Tactical Gloves,Dao,Invisible Hat,Bloodshot,Vestment,Metal
7980,Saru#7980,Tactical Gloves,Dao,Invisible Hat,Bloodshot,Vegeterian,Metal
7981,Saru#7981,Tactical Gloves,Dao,Punk Helmet,Holy Lenses,Protective Uniform,Indigo
7982,Saru#7982,Yukake,Elemental Gun,Kasa,Night Vision,Space Suit,Metal
7983,Saru#7983,Tactical Gloves,Elemental Saber,Invisible Hat,Power Sensors,Protective Uniform,Blue
7984,Saru#7984,Yukake,Dao,Demon Skull,Invisible Shade,Space Suit,Tangerine
7985,Saru#7985,Space Gloves,Jarnbjorn,Space Helmet,Tatical Vision,Hunter Armor,Metal
7986,Saru#7986,Holy Hands,Dragon Lance,Space Helmet,Fear Sensors,Karuta,Seafoam
7987,Saru#7987,Rhythm Gloves,Dragon Lance,Invisible Hat,DJ Smart Glass,Speakers Suit,Seafoam
7988,Saru#7988,Dragon Claws,Dragon Lance,Invisible Hat,Invisible Shade,Speakers Suit,Seafoam
7989,Saru#7989,Protective Gloves,Elemental Gun,Tactical Helmet,Sand Google,Speakers Suit,Metal
7990,Saru#7990,Tactical Gloves,Elemental Gun,Heaume,Threat Sensor,Hunter Armor,Charcoal
7991,Saru#7991,Power Gloves,Dao,Demon Skull,DJ Smart Glass,Karuta,Crimson
7992,Saru#7992,Space Gloves,Order Keeper,Invisible Hat,Ore Detector,Mini Reactor Armor,Metal
7993,Saru#7993,Yukake,Elemental Gun,Invisible Hat,Holy Lenses,Ranger Gears,Magenta
7994,Saru#7994,Yukake,Lotus Seed,Invisible Hat,Holy Lenses,Protective Uniform,Metal
7995,Saru#7995,Space Gloves,Elemental Shotgun,Demon Skull,Karma Sensor,Hunter Armor,Seafoam
7996,Saru#7996,Protective Gloves,Fighting Wrench,Space Helmet,Invisible Shade,Karuta,Metal
7997,Saru#7997,Space Gloves,Katana,Invisible Hat,Sand Google,Tactical Body Armor,Sapphire
7998,Saru#7998,Power Gloves,Jarnbjorn,Space Helmet,Invisible Shade,Lorica Lamminata,Metal
7999,Saru#7999,Tactical Gloves,Dragon Lance,Invisible Hat,Sand Google,Protective Uniform,Metal
8000,Saru#8000,Tactical Gloves,Elemental Saber,Stetson,Power Sensors,Mini Reactor Armor,Indigo
8001,Saru#8001,Rhythm Gloves,Elemental Saber,Invisible Hat,Invisible Shade,Lorica Lamminata,Metal
8002,Saru#8002,Protective Gloves,Katana,Heaume,Karma Sensor,Ranger Gears,Ocean
8003,Saru#8003,Space Gloves,Elemental Shotgun,Invisible Hat,Karma Sensor,Tactical Body Armor,Indigo
8004,Saru#8004,Hunter Gloves,Elemental Gun,Stetson,Bloodshot,Ranger Gears,Metal
8005,Saru#8005,Yukake,Elemental Saber,Demon Skull,Eye Patch,Mini Reactor Armor,Tangerine
8006,Saru#8006,Yukake,Elemental Shotgun,Invisible Hat,Bloodshot,Hunter Armor,Seafoam
8007,Saru#8007,Yukake,Katana,Space Helmet,Sand Google,Tactical Body Armor,Charcoal
8008,Saru#8008,Hunter Gloves,Dao,Heaume,Invisible Shade,Space Suit,Magenta
8009,Saru#8009,Yukake,Jarnbjorn,Invisible Hat,Karma Sensor,Karuta,Charcoal
8010,Saru#8010,Ranger Gloves,Elemental Gun,Kasa,Holy Lenses,Speakers Suit,Metal
8011,Saru#8011,Hunter Gloves,Lotus Seed,Invisible Hat,Fear Sensors,Karuta,Seafoam
8012,Saru#8012,Hunter Gloves,Elemental Shotgun,Tactical Helmet,Bloodshot,Hunter Armor,Seafoam
8013,Saru#8013,Yukake,Dao,Stetson,DJ Smart Glass,Karuta,Ocean
8014,Saru#8014,Yukake,Katana,Kabuto,Bloodshot,Protective Uniform,Metal
8015,Saru#8015,Dragon Claws,Dao,Space Helmet,Invisible Shade,Ranger Gears,Seafoam
8016,Saru#8016,Protective Gloves,Jarnbjorn,Invisible Hat,Sand Google,Speakers Suit,Indigo
8017,Saru#8017,Hunter Gloves,Elemental Shotgun,Kasa,Power Sensors,Protective Uniform,Ocean
8018,Saru#8018,Hunter Gloves,Order Keeper,Kasa,Karma Sensor,Tactical Body Armor,Metal
8019,Saru#8019,Dragon Claws,Elemental Gun,Punk Helmet,Fear Sensors,Ranger Gears,Charcoal
8020,Saru#8020,Protective Gloves,Elemental Gun,Kasa,Invisible Shade,Mini Reactor Armor,Charcoal
8021,Saru#8021,Protective Gloves,Lotus Seed,Invisible Hat,Invisible Shade,Karuta,Metal
8022,Saru#8022,Yukake,Elemental Shotgun,Space Helmet,Ore Detector,Hunter Armor,Blue
8023,Saru#8023,Tactical Gloves,Elemental Gun,Invisible Hat,Karma Sensor,Lorica Lamminata,Metal
8024,Saru#8024,Hunter Gloves,Elemental Shotgun,Invisible Hat,Tatical Vision,Tactical Body Armor,Sapphire
8025,Saru#8025,Hunter Gloves,Order Keeper,Invisible Hat,Bloodshot,Karuta,Indigo
8026,Saru#8026,Hunter Gloves,Elemental Gun,Space Helmet,Invisible Shade,Speakers Suit,Ocean
8027,Saru#8027,Protective Gloves,Elemental Gun,Tactical Helmet,Power Sensors,Space Suit,Metal
8028,Saru#8028,Dragon Claws,Elemental Shotgun,Kasa,Invisible Shade,Karuta,Blue
8029,Saru#8029,Protective Gloves,Fighting Wrench,Kasa,Invisible Shade,Space Suit,Indigo
8030,Saru#8030,Rhythm Gloves,Dao,Invisible Hat,Invisible Shade,Mini Reactor Armor,Indigo
8031,Saru#8031,Space Gloves,Fighting Wrench,Punk Helmet,Threat Sensor,Mini Reactor Armor,Magenta
8032,Saru#8032,Protective Gloves,Katana,Soft Hat,DJ Smart Glass,Ranger Gears,Metal
8033,Saru#8033,Rhythm Gloves,Elemental Gun,Invisible Hat,Holy Lenses,Karuta,Tangerine
8034,Saru#8034,Tactical Gloves,Dao,Invisible Hat,Tatical Vision,Tactical Body Armor,Magenta
8035,Saru#8035,Rhythm Gloves,Fighting Wrench,Kasa,Invisible Shade,Karuta,Metal
8036,Saru#8036,Protective Gloves,Fighting Wrench,Kasa,Invisible Shade,Karuta,Ocean
8037,Saru#8037,Tactical Gloves,Jarnbjorn,Invisible Hat,Tatical Vision,Ranger Gears,Sapphire
8038,Saru#8038,Rhythm Gloves,Elemental Shotgun,Demon Skull,Tatical Vision,Speakers Suit,Charcoal
8039,Saru#8039,Buddist Palm,Elemental Saber,Invisible Hat,Night Vision,Ranger Gears,Sapphire
8040,Saru#8040,Dragon Claws,Jarnbjorn,Kasa,Bloodshot,Karuta,Indigo
8041,Saru#8041,Rhythm Gloves,Elemental Saber,Invisible Hat,Tatical Vision,Hunter Armor,Crimson
8042,Saru#8042,Tactical Gloves,Jarnbjorn,Space Helmet,Power Sensors,Space Suit,Ocean
8043,Saru#8043,Ranger Gloves,Elemental Shotgun,Invisible Hat,Night Vision,Hunter Armor,Indigo
8044,Saru#8044,Yukake,Elemental Saber,Space Helmet,Threat Sensor,Protective Uniform,Charcoal
8045,Saru#8045,Yukake,Jarnbjorn,Invisible Hat,Invisible Shade,Karuta,Blue
8046,Saru#8046,Hunter Gloves,Jarnbjorn,Punk Helmet,Invisible Shade,Mini Reactor Armor,Sapphire
8047,Saru#8047,Rhythm Gloves,Order Keeper,Space Helmet,Karma Sensor,Protective Uniform,Indigo
8048,Saru#8048,Space Gloves,Elemental Saber,Space Helmet,Threat Sensor,Speakers Suit,Metal
8049,Saru#8049,Yukake,Dao,Invisible Hat,Night Vision,Protective Uniform,Blue
8050,Saru#8050,Tactical Gloves,Dragon Lance,Space Helmet,Threat Sensor,Ranger Gears,Metal
8051,Saru#8051,Power Gloves,Order Keeper,Kasa,Tatical Vision,Hunter Armor,Ocean
8052,Saru#8052,Tactical Gloves,Dao,Galea,Fear Sensors,Protective Uniform,Metal
8053,Saru#8053,Yukake,Elemental Gun,Kasa,Threat Sensor,Lorica Lamminata,Ocean
8054,Saru#8054,Tactical Gloves,Dao,Invisible Hat,Holy Lenses,Ranger Gears,Crimson
8055,Saru#8055,Yukake,Jarnbjorn,Invisible Hat,Bloodshot,Mini Reactor Armor,Seafoam
8056,Saru#8056,Hunter Gloves,Katana,Kasa,Invisible Shade,Mini Reactor Armor,Indigo
8057,Saru#8057,Rhythm Gloves,Dao,Invisible Hat,Holy Lenses,Vestment,Magenta
8058,Saru#8058,Yukake,Jarnbjorn,Gas Mask,Karma Sensor,Karuta,Metal
8059,Saru#8059,Dragon Claws,Dragon Lance,Invisible Hat,Invisible Shade,Karuta,Ocean
8060,Saru#8060,Rhythm Gloves,Order Keeper,Invisible Hat,Ore Detector,Vestment,Indigo
8061,Saru#8061,Yukake,Elemental Gun,Invisible Hat,Invisible Shade,Speakers Suit,Blue
8062,Saru#8062,Rhythm Gloves,Elemental Gun,Invisible Hat,Karma Sensor,Ranger Gears,Metal
8063,Saru#8063,Rhythm Gloves,Elemental Saber,Kasa,DJ Smart Glass,Space Suit,Metal
8064,Saru#8064,Space Gloves,Lotus Seed,Space Helmet,Fear Sensors,Karuta,Charcoal
8065,Saru#8065,Protective Gloves,Elemental Shotgun,Kasa,Bloodshot,Tactical Body Armor,Metal
8066,Saru#8066,Rhythm Gloves,Dao,Stetson,Threat Sensor,Tactical Body Armor,Seafoam
8067,Saru#8067,Rhythm Gloves,Jarnbjorn,Kabuto,Karma Sensor,Space Suit,Blue
8068,Saru#8068,Buddist Palm,Jarnbjorn,Kasa,Karma Sensor,Tactical Body Armor,Blue
8069,Saru#8069,Hunter Gloves,Jarnbjorn,Invisible Hat,Fear Sensors,Space Suit,Cotton White
8070,Saru#8070,Space Gloves,Jarnbjorn,Invisible Hat,Invisible Shade,Lorica Lamminata,Metal
8071,Saru#8071,Ranger Gloves,Fighting Wrench,Heaume,Night Vision,Protective Uniform,Seafoam
8072,Saru#8072,Yukake,Order Keeper,Heaume,DJ Smart Glass,Ranger Gears,Metal
8073,Saru#8073,Ranger Gloves,Elemental Gun,Invisible Hat,Holy Lenses,Mini Reactor Armor,Metal
8074,Saru#8074,Rhythm Gloves,Dao,Space Helmet,Karma Sensor,Lorica Lamminata,Blue
8075,Saru#8075,Rhythm Gloves,Order Keeper,Invisible Hat,Threat Sensor,Space Suit,Seafoam
8076,Saru#8076,Yukake,Katana,Stetson,Invisible Shade,Lorica Lamminata,Magenta
8077,Saru#8077,Hunter Gloves,Jarnbjorn,Invisible Hat,Karma Sensor,Ranger Gears,Sapphire
8078,Saru#8078,Space Gloves,Dao,Punk Helmet,Ore Detector,Speakers Suit,Metal
8079,Saru#8079,Tactical Gloves,Lotus Seed,Invisible Hat,Bloodshot,Karuta,Blue
8080,Saru#8080,Protective Gloves,Elemental Saber,Space Helmet,Eye Patch,Protective Uniform,Metal
8081,Saru#8081,Space Gloves,Jarnbjorn,Invisible Hat,Night Vision,Space Suit,Seafoam
8082,Saru#8082,Power Gloves,Elemental Gun,Invisible Hat,Invisible Shade,Mini Reactor Armor,Tangerine
8083,Saru#8083,Space Gloves,Katana,Invisible Hat,Fear Sensors,Mini Reactor Armor,Metal
8084,Saru#8084,Protective Gloves,Elemental Shotgun,Heaume,DJ Smart Glass,Protective Uniform,Indigo
